gmap_id,name,address,description,latitude,longitude,category,num_of_reviews
0X808F8Caa24D863850Xfcd9Ce812870A097,Bank Of The West  Atm,Bank Of The West  Atm 307 Diablo Rd Danville Ca 94526,Sin Dato,37.8227406,-121.997729,Atm,1
0X808F8Caa24D863850Xfcd9Ce812870A097,Bank Of The West  Atm,Bank Of The West  Atm 307 Diablo Rd Danville Ca 94526,Sin Dato,37.8227406,-121.997729,Atm,1
0X80C2C79Ba11555550Xaa77D1094Ad90F88,Wells Fargo Atm,Wells Fargo Atm 1091 S Hoover St Los Angeles Ca 90006,Sin Dato,34.0511115,-118.2845459,Atm,1
0X80C2C79Ba11555550Xaa77D1094Ad90F88,Wells Fargo Atm,Wells Fargo Atm 1091 S Hoover St Los Angeles Ca 90006,Sin Dato,34.0511115,-118.2845459,Atm,1
0X80Ce43Ab9258Cbab0Xd2Cba74B14644315,Bank Of America Atm,Bank Of America Atm 1955 S Casino Dr Laughlin Nv 89029,Sin Dato,35.162043,-114.5759326,Atm,7
0X80Ce43Ab9258Cbab0Xd2Cba74B14644315,Bank Of America Atm,Bank Of America Atm 1955 S Casino Dr Laughlin Nv 89029,Sin Dato,35.162043,-114.5759326,Atm,7
0X80Dd324D7846Dc7F0Xf3F7Dbad4B3F80Dc,Bank Of America Atm,Bank Of America Atm 3201 E Carson St Lakewood Ca 90712,Sin Dato,33.8326223,-118.1559315,Atm,4
0X80Dd324D7846Dc7F0Xf3F7Dbad4B3F80Dc,Bank Of America Atm,Bank Of America Atm 3201 E Carson St Lakewood Ca 90712,Sin Dato,33.8326223,-118.1559315,Atm,4
0X80Ea6A75Fde700D10Xf038E8B541497A42,Bank Of America Atm,Bank Of America Atm 3800 Ming Ave Bakersfield Ca 93309,Sin Dato,35.3398456,-119.0458563,Atm,3
0X80Ea6A75Fde700D10Xf038E8B541497A42,Bank Of America Atm,Bank Of America Atm 3800 Ming Ave Bakersfield Ca 93309,Sin Dato,35.3398456,-119.0458563,Atm,3
0X80C8Ebf3D5E5Bfd50X1947D6Bb66352B32,Cardtronics Atm,Cardtronics Atm 6555 N Decatur Blvd Las Vegas Nv 89131,Sin Dato,36.278941,-115.209434,Atm,1
0X80C8Ebf3D5E5Bfd50X1947D6Bb66352B32,Cardtronics Atm,Cardtronics Atm 6555 N Decatur Blvd Las Vegas Nv 89131,Sin Dato,36.278941,-115.209434,Atm,1
0X80C2Bbfed0C3A98D0X6393938C6E75Be10,Citibank Atm,Citibank Atm 9401 Wilshire Blvd Beverly Hills Ca 90212,Sin Dato,34.067305,-118.398179,Atm,1
0X80C2Bbfed0C3A98D0X6393938C6E75Be10,Citibank Atm,Citibank Atm 9401 Wilshire Blvd Beverly Hills Ca 90212,Sin Dato,34.067305,-118.398179,Atm,1
0X80Ec6C7E6Db129050X4722Bc7Ced622F31,Atm Wells Fargo Bank,Atm Wells Fargo Bank 407 E Main St Santa Maria Ca 93454,Sin Dato,34.9534095,-120.4309757,Atm,3
0X80Ec6C7E6Db129050X4722Bc7Ced622F31,Atm Wells Fargo Bank,Atm Wells Fargo Bank 407 E Main St Santa Maria Ca 93454,Sin Dato,34.9534095,-120.4309757,Atm,3
0X80D953C0D67F57850X20A9F9Abed953D7C,Bank Of America Atm,Bank Of America Atm 263 13 Market Pl San Diego Ca 92113,Sin Dato,32.709746,-117.1678339,Atm,8
0X80D953C0D67F57850X20A9F9Abed953D7C,Bank Of America Atm,Bank Of America Atm 263 13 Market Pl San Diego Ca 92113,Sin Dato,32.709746,-117.1678339,Atm,8
0X80C2Be3Fe72B5Ee10Xa994A5D0Ccb9E2E3,Wells Fargo Atm,Wells Fargo Atm 10981 Ventura Blvd Studio City Ca 91604,Sin Dato,34.14004,-118.3686031,Atm,4
0X80C2Be3Fe72B5Ee10Xa994A5D0Ccb9E2E3,Wells Fargo Atm,Wells Fargo Atm 10981 Ventura Blvd Studio City Ca 91604,Sin Dato,34.14004,-118.3686031,Atm,4
0X80C2955Aa439Ca030X47D296Ed1C319E0,Bank Of America Atm,Bank Of America Atm 201 E Magnolia Blvd Burbank Ca 91502,Sin Dato,34.1833774,-118.3124048,Atm,7
0X80C2955Aa439Ca030X47D296Ed1C319E0,Bank Of America Atm,Bank Of America Atm 201 E Magnolia Blvd Burbank Ca 91502,Sin Dato,34.1833774,-118.3124048,Atm,7
0X80Dbf0D27Ad987890X418870A576F3E004,Citibank Atm,Citibank Atm 16703 Bernardo Center Dr San Diego Ca 92128,Sin Dato,33.0169205,-117.0751456,Atm,1
0X80Dbf0D27Ad987890X418870A576F3E004,Citibank Atm,Citibank Atm 16703 Bernardo Center Dr San Diego Ca 92128,Sin Dato,33.0169205,-117.0751456,Atm,1
0X808F8Cb379E6A1630X37Aa539E67A3Cce9,Citibank Atm,Citibank Atm 617 San Ramon Valley Blvd Danville Ca 94526,Sin Dato,37.8141474,-121.9965261,Atm,1
0X808F8Cb379E6A1630X37Aa539E67A3Cce9,Citibank Atm,Citibank Atm 617 San Ramon Valley Blvd Danville Ca 94526,Sin Dato,37.8141474,-121.9965261,Atm,1
0X80C2C7871307F2A50X76A3E34A7F5Aa968,Flores Thrifty Store,Flores Thrifty Store 1262 Fedora St Los Angeles Ca 90006,Sin Dato,34.0475986,-118.2977936,Atm,1
0X80C2C7871307F2A50X76A3E34A7F5Aa968,Flores Thrifty Store,Flores Thrifty Store 1262 Fedora St Los Angeles Ca 90006,Sin Dato,34.0475986,-118.2977936,Atm,1
0X80Dd28Aff8D890B30Xbb190Dbf8E88E888,711 Citibank Atm,711 Citibank Atm 13450 Goldenwest St Westminster Ca 92683,Sin Dato,33.766839,-118.0070351,Atm,1
0X80Dd28Aff8D890B30Xbb190Dbf8E88E888,711 Citibank Atm,711 Citibank Atm 13450 Goldenwest St Westminster Ca 92683,Sin Dato,33.766839,-118.0070351,Atm,1
0X808Fb7166Abe53E70Xea78Dc98D3E66023,Atm Rotten Robbie,Atm Rotten Robbie 310 N Whisman Rd Mountain View Ca 94043,Sin Dato,37.3974965,-122.0599226,Atm,1
0X808Fb7166Abe53E70Xea78Dc98D3E66023,Atm Rotten Robbie,Atm Rotten Robbie 310 N Whisman Rd Mountain View Ca 94043,Sin Dato,37.3974965,-122.0599226,Atm,1
0X80Ec6C9E001F62190Xe0960Ab570A3D3Ef,Atm Wells Fargo Bank,Atm Wells Fargo Bank 1450 S Broadway Santa Maria Ca 93454,Sin Dato,34.9357252,-120.4356346,Atm,3
0X80Ec6C9E001F62190Xe0960Ab570A3D3Ef,Atm Wells Fargo Bank,Atm Wells Fargo Bank 1450 S Broadway Santa Maria Ca 93454,Sin Dato,34.9357252,-120.4356346,Atm,3
0X808Fb732C26B6Bcb0X9F6770E1Caea97Ae,Atm Wells Fargo Bank,Atm Wells Fargo Bank 599 Castro St Mountain View Ca 94041,Sin Dato,37.388657,-122.0819661,Atm,4
0X808Fb732C26B6Bcb0X9F6770E1Caea97Ae,Atm Wells Fargo Bank,Atm Wells Fargo Bank 599 Castro St Mountain View Ca 94041,Sin Dato,37.388657,-122.0819661,Atm,4
0X80D954157C27E5C70Xaac199Bfa7E946Bf,Bank Of America Atm,Bank Of America Atm 4373 University Ave San Diego Ca 92105,Sin Dato,32.7494513,-117.1000818,Atm,3
0X80D954157C27E5C70Xaac199Bfa7E946Bf,Bank Of America Atm,Bank Of America Atm 4373 University Ave San Diego Ca 92105,Sin Dato,32.7494513,-117.1000818,Atm,3
0X80C8Ebe98A0Bcb830Xdaadd5A9593Acf73,Bank Of America Atm,Bank Of America Atm 6592 N Decatur Blvd Las Vegas Nv 89131,Sin Dato,36.2788607,-115.2060666,Atm,5
0X80C8Ebe98A0Bcb830Xdaadd5A9593Acf73,Bank Of America Atm,Bank Of America Atm 6592 N Decatur Blvd Las Vegas Nv 89131,Sin Dato,36.2788607,-115.2060666,Atm,5
0X80C2Bf20F6Fc9Fa50X1063B23E8A0F0C64,Bank Of America Atm,Bank Of America Atm 6801 Hollywood Blvd Hollywood Ca 90028,Sin Dato,34.1027552,-118.3404067,Atm,8
0X80C2Bf20F6Fc9Fa50X1063B23E8A0F0C64,Bank Of America Atm,Bank Of America Atm 6801 Hollywood Blvd Hollywood Ca 90028,Sin Dato,34.1027552,-118.3404067,Atm,8
0X809B2798Fc0E9B6D0X68E98E6B9E70872A,Bank Of America Atm,Bank Of America Atm 7465 Watt Ave North Highlands Ca 95660,Sin Dato,38.7018954,-121.3839,Atm,4
0X809B2798Fc0E9B6D0X68E98E6B9E70872A,Bank Of America Atm,Bank Of America Atm 7465 Watt Ave North Highlands Ca 95660,Sin Dato,38.7018954,-121.3839,Atm,4
0X80C29Bf02F41A5010X3F4Fa8D874C7A512,Bitcoin Atm By Zzbit,Bitcoin Atm By Zzbit 16958 Nordhoff St North Hills Ca 91343,Sin Dato,34.2353635,-118.5021419,Atm,1
0X80C29Bf02F41A5010X3F4Fa8D874C7A512,Bitcoin Atm By Zzbit,Bitcoin Atm By Zzbit 16958 Nordhoff St North Hills Ca 91343,Sin Dato,34.2353635,-118.5021419,Atm,1
0X80Db21F6Fe0A479F0Xa5F29210Db7A1Aa1,Citibank Atm,Citibank Atm 65971 Pierson Blvd Desert Hot Springs Ca 92240,Sin Dato,33.9610202,-116.51044,Atm,2
0X80Db21F6Fe0A479F0Xa5F29210Db7A1Aa1,Citibank Atm,Citibank Atm 65971 Pierson Blvd Desert Hot Springs Ca 92240,Sin Dato,33.9610202,-116.51044,Atm,2
0X80Dcd507C9A12Fcf0X53D4219Dbd80F057,Bank Of The West  Atm,Bank Of The West  Atm 311 S State College Blvd Brea Ca 92821,Sin Dato,33.9115568,-117.8884787,Atm,2
0X80Dcd507C9A12Fcf0X53D4219Dbd80F057,Bank Of The West  Atm,Bank Of The West  Atm 311 S State College Blvd Brea Ca 92821,Sin Dato,33.9115568,-117.8884787,Atm,2
0X80Dcd7761B29B9E90X9B3872B8061Dfb62,National Bitcoin Atm,National Bitcoin Atm 2626 E Katella Ave 100 Anaheim Ca 92806,Sin Dato,33.8033553,-117.877485,Atm,7
0X80Dcd7761B29B9E90X9B3872B8061Dfb62,National Bitcoin Atm,National Bitcoin Atm 2626 E Katella Ave 100 Anaheim Ca 92806,Sin Dato,33.8033553,-117.877485,Atm,7
0X80D95239802A01770Xc25D43Dee6A1A35B,Atm Wells Fargo Bank,Atm Wells Fargo Bank 1199 Highland Ave National City Ca 91950,Sin Dato,32.6748037,-117.0971274,Atm,3
0X80D95239802A01770Xc25D43Dee6A1A35B,Atm Wells Fargo Bank,Atm Wells Fargo Bank 1199 Highland Ave National City Ca 91950,Sin Dato,32.6748037,-117.0971274,Atm,3
0X80Dbf4D121Bcea610X5C94685C96Fe7024,Bank Of America Atm,Bank Of America Atm 730 Nordahl Rd Ste105 San Marcos Ca 92069,Sin Dato,33.1341998,-117.1192536,Atm,3
0X80Dbf4D121Bcea610X5C94685C96Fe7024,Bank Of America Atm,Bank Of America Atm 730 Nordahl Rd Ste105 San Marcos Ca 92069,Sin Dato,33.1341998,-117.1192536,Atm,3
0X80C2C80A1Ac281470X988Efb1Fc8De4396,Usc Credit Union Atm,California Los Angeles Usc Credit Union Atm邮政编码 90007,Sin Dato,34.0168627,-118.2812927,Atm,2
0X80C2C80A1Ac281470X988Efb1Fc8De4396,Usc Credit Union Atm,California Los Angeles Usc Credit Union Atm邮政编码 90007,Sin Dato,34.0168627,-118.2812927,Atm,2
0X80945F2C0B59247F0X897B4A960093B08C,Noble Credit Union Atm,Noble Credit Union Atm 5596 E Kings Canyon Rd Fresno Ca 93727,Sin Dato,36.7354718,-119.7004236,Atm,6
0X80945F2C0B59247F0X897B4A960093B08C,Noble Credit Union Atm,Noble Credit Union Atm 5596 E Kings Canyon Rd Fresno Ca 93727,Sin Dato,36.7354718,-119.7004236,Atm,6
0X8099469Fb33132990Xcd05Dee32F89Cb42,Us Bank Atm  Mcqueen Crossing,Us Bank Atm  Mcqueen Crossing 5910 Mae Anne Ave Reno Nv 89523,Sin Dato,39.5292439,-119.8796672,Atm,4
